,02_95stain1-120716_S2_merged_R1.fastq.gz.fq.gzAligned.sortedByCoord.out.down_sampled
ENSG00000115207.13,2060
ENSG00000115211.15,2061
ENSG00000115216.13,2062
ENSG00000115233.11,2063
ENSG00000115234.10,2064
ENSG00000115239.21,2065
ENSG00000115241.10,2066
ENSG00000115255.10,2067
ENSG00000115268.9,2068
ENSG00000115275.11,2069
ENSG00000115286.19,2070
ENSG00000115289.12,2071
ENSG00000115306.15,2072
ENSG00000115307.16,2073
ENSG00000115310.17,2074
ENSG00000115317.11,2075
ENSG00000115325.13,2076
ENSG00000115350.11,2077
ENSG00000115355.15,2078
ENSG00000115364.13,2079
ENSG00000115365.11,2080
ENSG00000115368.9,2081
ENSG00000115392.11,2082
ENSG00000115414.18,2083
ENSG00000115415.18,2084
ENSG00000115419.12,2085
ENSG00000115446.11,2086
ENSG00000115457.9,2087
ENSG00000115464.14,2088
ENSG00000115484.14,2089
ENSG00000115486.11,2090
ENSG00000115514.11,2091
ENSG00000115520.8,2092
ENSG00000115524.15,2093
ENSG00000115526.10,2094
ENSG00000115539.13,2095
ENSG00000115540.14,2096
ENSG00000115541.10,2097
ENSG00000115548.16,2098
ENSG00000115561.14,2099
ENSG00000115641.18,2100
ENSG00000115649.15,2101
ENSG00000115652.14,2102
ENSG00000115677.16,2103
ENSG00000115685.14,2104
ENSG00000115694.14,2105
ENSG00000115738.9,2106
ENSG00000115756.12,2107
ENSG00000115758.12,2108
ENSG00000115760.13,2109
ENSG00000115761.15,2110
ENSG00000115762.16,2111
ENSG00000115806.12,2112
ENSG00000115808.11,2113
ENSG00000115816.13,2114
ENSG00000115825.9,2115
ENSG00000115839.17,2116
ENSG00000115866.10,2117
ENSG00000115875.18,2118
ENSG00000115896.15,2119
ENSG00000115902.10,2120
ENSG00000115919.14,2121
ENSG00000115942.8,2122
ENSG00000115944.14,2123
ENSG00000115946.7,2124
ENSG00000115947.13,2125
ENSG00000115966.16,2126
ENSG00000115977.18,2127
ENSG00000115998.7,2128
ENSG00000116001.15,2129
ENSG00000116017.10,2130
ENSG00000116030.16,2131
ENSG00000116044.15,2132
ENSG00000116062.14,2133
ENSG00000116095.10,2134
ENSG00000116096.5,2135
ENSG00000116120.9,2136
ENSG00000116133.11,2137
ENSG00000116138.12,2138
ENSG00000116161.17,2139
ENSG00000116171.16,2140
ENSG00000116205.10,2141
ENSG00000116209.11,2142
ENSG00000116212.14,2143
ENSG00000116213.15,2144
ENSG00000116221.15,2145
ENSG00000116237.15,2146
ENSG00000116251.9,2147
ENSG00000116266.10,2148
ENSG00000116285.12,2149
ENSG00000116288.12,2150
ENSG00000116350.15,2151
ENSG00000116353.15,2152
ENSG00000116406.18,2153
ENSG00000116455.13,2154
ENSG00000116459.10,2155
ENSG00000116473.14,2156
ENSG00000116478.11,2157
ENSG00000116489.12,2158
ENSG00000116497.17,2159
ENSG00000116521.10,2160
ENSG00000116560.10,2161
ENSG00000116580.18,2162
ENSG00000116584.17,2163
ENSG00000116586.11,2164
ENSG00000116641.15,2165
ENSG00000116649.9,2166
ENSG00000116663.10,2167
ENSG00000116670.14,2168
ENSG00000116679.15,2169
ENSG00000116685.15,2170
ENSG00000116691.10,2171
ENSG00000116698.20,2172
ENSG00000116717.11,2173
ENSG00000116741.7,2174
ENSG00000116747.12,2175
ENSG00000116750.13,2176
ENSG00000116752.5,2177
ENSG00000116754.13,2178
ENSG00000116761.11,2179
ENSG00000116786.11,2180
ENSG00000116791.13,2181
ENSG00000116793.15,2182
ENSG00000116809.11,2183
ENSG00000116815.15,2184
ENSG00000116830.11,2185
ENSG00000116852.14,2186
ENSG00000116857.16,2187
ENSG00000116863.10,2188
ENSG00000116871.15,2189
ENSG00000116898.11,2190
ENSG00000116903.7,2191
ENSG00000116906.11,2192
ENSG00000116918.13,2193
ENSG00000116954.7,2194
ENSG00000116957.12,2195
ENSG00000116977.18,2196
ENSG00000116984.12,2197
ENSG00000117036.11,2198
ENSG00000117054.13,2199
ENSG00000117091.9,2200
ENSG00000117118.9,2201
ENSG00000117133.10,2202
ENSG00000117139.16,2203
ENSG00000117143.13,2204
ENSG00000117151.12,2205
ENSG00000117153.15,2206
ENSG00000117155.16,2207
ENSG00000117174.10,2208
ENSG00000117222.13,2209
ENSG00000117262.18,2210
ENSG00000117298.14,2211
ENSG00000117305.14,2212
ENSG00000117308.14,2213
ENSG00000117318.8,2214
ENSG00000117335.18,2215
ENSG00000117362.12,2216
ENSG00000117385.15,2217
ENSG00000117394.19,2218
ENSG00000117395.10,2219
ENSG00000117399.13,2220
ENSG00000117410.13,2221
ENSG00000117411.16,2222
ENSG00000117419.14,2223
ENSG00000117448.13,2224
ENSG00000117450.13,2225
ENSG00000117475.13,2226
ENSG00000117500.12,2227
ENSG00000117505.12,2228
ENSG00000117523.15,2229
ENSG00000117528.11,2230
ENSG00000117533.14,2231
ENSG00000117543.19,2232
ENSG00000117592.8,2233
ENSG00000117593.9,2234
ENSG00000117597.17,2235
ENSG00000117614.9,2236
ENSG00000117616.17,2237
ENSG00000117625.13,2238
ENSG00000117632.20,2239
ENSG00000117640.17,2240
ENSG00000117643.14,2241
ENSG00000117650.12,2242
ENSG00000117676.13,2243
ENSG00000117691.9,2244
ENSG00000117697.14,2245
ENSG00000117713.17,2246
ENSG00000117724.12,2247
ENSG00000117748.9,2248
ENSG00000117751.17,2249
ENSG00000117758.13,2250
ENSG00000117859.18,2251
ENSG00000117862.11,2252
ENSG00000117868.15,2253
ENSG00000117899.10,2254
ENSG00000117906.13,2255
ENSG00000117984.12,2256
ENSG00000118007.12,2257
ENSG00000118046.14,2258
ENSG00000118058.20,2259
ENSG00000118181.10,2260
ENSG00000118193.11,2261
ENSG00000118197.13,2262
ENSG00000118217.5,2263
ENSG00000118246.13,2264
ENSG00000118260.14,2265
ENSG00000118292.8,2266
ENSG00000118363.11,2267
ENSG00000118418.14,2268
ENSG00000118420.16,2269
ENSG00000118454.12,2270
ENSG00000118482.11,2271
ENSG00000118496.4,2272
ENSG00000118503.14,2273
ENSG00000118508.4,2274
ENSG00000118513.18,2275
ENSG00000118515.11,2276
ENSG00000118518.15,2277
ENSG00000118564.14,2278
ENSG00000118579.11,2279
ENSG00000118600.11,2280
ENSG00000118620.12,2281
ENSG00000118640.10,2282
ENSG00000118680.12,2283
ENSG00000118705.16,2284
ENSG00000118707.9,2285
ENSG00000118762.7,2286
ENSG00000118816.9,2287
ENSG00000118855.18,2288
ENSG00000118873.15,2289
ENSG00000118894.14,2290
ENSG00000118939.17,2291
ENSG00000118960.12,2292
ENSG00000118961.14,2293
ENSG00000118971.7,2294
ENSG00000118972.1,2295
ENSG00000118985.14,2296
ENSG00000119004.14,2297
ENSG00000119013.8,2298
ENSG00000119041.10,2299
ENSG00000119042.16,2300
ENSG00000119048.7,2301
ENSG00000119125.16,2302
ENSG00000119139.16,2303
ENSG00000119185.12,2304
ENSG00000119203.13,2305
ENSG00000119231.10,2306
ENSG00000119285.10,2307
ENSG00000119314.15,2308
ENSG00000119318.12,2309
ENSG00000119326.14,2310
ENSG00000119328.11,2311
ENSG00000119333.11,2312
ENSG00000119335.16,2313
ENSG00000119383.19,2314
ENSG00000119392.14,2315
ENSG00000119396.10,2316
ENSG00000119397.16,2317
ENSG00000119401.10,2318
ENSG00000119402.16,2319
ENSG00000119403.13,2320
ENSG00000119414.11,2321
ENSG00000119421.6,2322
ENSG00000119431.9,2323
ENSG00000119446.13,2324
ENSG00000119471.14,2325
ENSG00000119514.6,2326
ENSG00000119523.9,2327
ENSG00000119537.15,2328
ENSG00000119541.9,2329
ENSG00000119559.15,2330
ENSG00000119596.17,2331
ENSG00000119616.11,2332
ENSG00000119632.3,2333
ENSG00000119640.8,2334
ENSG00000119650.12,2335
ENSG00000119655.8,2336
ENSG00000119661.14,2337
ENSG00000119669.4,2338
ENSG00000119685.19,2339
ENSG00000119688.20,2340
ENSG00000119703.13,2341
ENSG00000119705.9,2342
ENSG00000119707.13,2343
ENSG00000119718.10,2344
ENSG00000119760.15,2345
ENSG00000119772.16,2346
ENSG00000119787.13,2347
ENSG00000119801.12,2348
ENSG00000119820.10,2349
ENSG00000119866.20,2350
ENSG00000119878.5,2351
ENSG00000119888.10,2352
ENSG00000119912.15,2353
ENSG00000119929.12,2354
ENSG00000119950.20,2355
ENSG00000119953.12,2356
ENSG00000119969.14,2357
ENSG00000119977.20,2358
ENSG00000119979.15,2359
ENSG00000120008.15,2360
ENSG00000120053.10,2361
ENSG00000120055.7,2362
ENSG00000120063.9,2363
ENSG00000120071.12,2364
ENSG00000120093.11,2365
ENSG00000120129.5,2366
ENSG00000120137.6,2367
ENSG00000120158.11,2368
ENSG00000120159.11,2369
ENSG00000120253.13,2370
ENSG00000120254.15,2371
ENSG00000120265.16,2372
ENSG00000120306.9,2373
ENSG00000120333.4,2374
ENSG00000120334.15,2375
ENSG00000120370.12,2376
ENSG00000120437.8,2377
ENSG00000120438.11,2378
ENSG00000120451.10,2379
ENSG00000120509.10,2380
ENSG00000120519.14,2381
ENSG00000120526.10,2382
ENSG00000120533.12,2383
ENSG00000120539.14,2384
ENSG00000120616.15,2385
ENSG00000120647.9,2386
ENSG00000120656.11,2387
ENSG00000120685.19,2388
ENSG00000120686.11,2389
ENSG00000120688.8,2390
ENSG00000120690.13,2391
ENSG00000120697.8,2392
ENSG00000120699.12,2393
ENSG00000120705.12,2394
ENSG00000120709.10,2395
ENSG00000120725.12,2396
ENSG00000120727.12,2397
ENSG00000120733.13,2398
ENSG00000120738.7,2399
ENSG00000120742.10,2400
ENSG00000120802.13,2401
ENSG00000120805.13,2402
ENSG00000120832.9,2403
ENSG00000120833.13,2404
ENSG00000120837.7,2405
ENSG00000120860.10,2406
ENSG00000120868.13,2407
ENSG00000120875.8,2408
ENSG00000120889.12,2409
ENSG00000120896.13,2410
ENSG00000120899.17,2411
ENSG00000120910.14,2412
ENSG00000120913.23,2413
ENSG00000120915.13,2414
ENSG00000120925.13,2415
ENSG00000120942.13,2416
ENSG00000120948.15,2417
ENSG00000120963.11,2418
ENSG00000120992.17,2419
ENSG00000121022.13,2420
ENSG00000121039.9,2421
ENSG00000121057.12,2422
ENSG00000121058.4,2423
ENSG00000121060.14,2424
ENSG00000121067.17,2425
ENSG00000121073.13,2426
ENSG00000121089.4,2427
ENSG00000121104.7,2428
ENSG00000121152.9,2429
ENSG00000121211.7,2430
ENSG00000121236.19,2431
ENSG00000121289.17,2432
ENSG00000121316.10,2433
ENSG00000121350.15,2434
ENSG00000121361.3,2435
ENSG00000121390.17,2436
ENSG00000121417.13,2437
ENSG00000121481.10,2438
ENSG00000121486.11,2439
ENSG00000121542.11,2440
ENSG00000121577.13,2441
ENSG00000121578.12,2442
ENSG00000121579.12,2443
ENSG00000121621.6,2444
ENSG00000121644.18,2445
ENSG00000121680.15,2446
ENSG00000121691.4,2447
ENSG00000121741.16,2448
ENSG00000121749.15,2449
ENSG00000121766.14,2450
ENSG00000121774.17,2451
ENSG00000121775.17,2452
ENSG00000121797.9,2453
ENSG00000121851.12,2454
ENSG00000121864.9,2455
ENSG00000121895.7,2456
ENSG00000121897.13,2457
ENSG00000121900.18,2458
ENSG00000121931.15,2459
ENSG00000121940.15,2460
ENSG00000121964.14,2461
ENSG00000121988.17,2462
ENSG00000122008.15,2463
ENSG00000122026.10,2464
ENSG00000122033.14,2465
ENSG00000122034.12,2466
ENSG00000122042.9,2467
ENSG00000122068.12,2468
ENSG00000122085.16,2469
ENSG00000122126.15,2470
ENSG00000122133.16,2471
ENSG00000122140.10,2472
ENSG00000122203.14,2473
ENSG00000122218.14,2474
ENSG00000122257.18,2475
ENSG00000122359.17,2476
ENSG00000122386.10,2477
ENSG00000122390.17,2478
ENSG00000122406.12,2479
ENSG00000122417.15,2480
ENSG00000122481.16,2481
ENSG00000122483.17,2482
ENSG00000122512.14,2483
ENSG00000122545.17,2484
ENSG00000122550.17,2485
ENSG00000122557.9,2486
ENSG00000122565.18,2487
ENSG00000122566.20,2488
ENSG00000122591.11,2489
ENSG00000122642.10,2490
ENSG00000122643.18,2491
ENSG00000122644.12,2492
ENSG00000122687.17,2493
ENSG00000122692.8,2494
ENSG00000122694.15,2495
ENSG00000122705.16,2496
ENSG00000122741.15,2497
ENSG00000122779.16,2498
ENSG00000122783.16,2499
ENSG00000122861.15,2500
ENSG00000122862.4,2501
ENSG00000122873.11,2502
ENSG00000122882.10,2503
ENSG00000122884.12,2504
ENSG00000122952.16,2505
ENSG00000122958.14,2506
ENSG00000122965.10,2507
ENSG00000122971.8,2508
ENSG00000123009.4,2509
ENSG00000123064.12,2510
ENSG00000123066.7,2511
ENSG00000123080.10,2512
ENSG00000123091.4,2513
ENSG00000123106.10,2514
ENSG00000123119.11,2515
ENSG00000123124.13,2516
ENSG00000123131.12,2517
ENSG00000123136.14,2518
ENSG00000123143.12,2519
ENSG00000123144.10,2520
ENSG00000123154.11,2521
ENSG00000123159.15,2522
ENSG00000123178.14,2523
ENSG00000123179.13,2524
ENSG00000123191.13,2525
ENSG00000123213.22,2526
ENSG00000123219.12,2527
ENSG00000123240.16,2528
ENSG00000123268.8,2529
ENSG00000123297.16,2530
ENSG00000123329.17,2531
ENSG00000123349.13,2532
ENSG00000123352.17,2533
ENSG00000123353.9,2534
ENSG00000123374.10,2535
ENSG00000123405.13,2536
ENSG00000123415.14,2537
ENSG00000123416.15,2538
ENSG00000123472.12,2539
ENSG00000123473.15,2540
ENSG00000123485.11,2541
ENSG00000123505.14,2542
ENSG00000123545.5,2543
ENSG00000123552.17,2544
ENSG00000123562.16,2545
ENSG00000123575.8,2546
ENSG00000123584.7,2547
ENSG00000123595.6,2548
ENSG00000123600.18,2549
ENSG00000123607.14,2550
ENSG00000123609.10,2551
ENSG00000123636.17,2552
ENSG00000123689.5,2553
ENSG00000123700.4,2554
ENSG00000123737.12,2555
ENSG00000123739.10,2556
ENSG00000123810.7,2557
ENSG00000123815.11,2558
ENSG00000123908.11,2559
ENSG00000123933.14,2560
ENSG00000123975.4,2561
ENSG00000123983.13,2562
ENSG00000123992.18,2563
ENSG00000123999.4,2564
ENSG00000124019.9,2565
ENSG00000124074.11,2566
ENSG00000124092.12,2567
ENSG00000124098.9,2568
ENSG00000124155.16,2569
ENSG00000124159.15,2570
ENSG00000124164.15,2571
ENSG00000124171.8,2572
ENSG00000124172.9,2573
ENSG00000124177.14,2574
ENSG00000124181.14,2575
ENSG00000124193.14,2576
ENSG00000124201.14,2577
ENSG00000124207.16,2578
ENSG00000124209.3,2579
ENSG00000124214.19,2580
ENSG00000124216.3,2581
ENSG00000124217.4,2582
ENSG00000124222.21,2583
ENSG00000124226.10,2584
ENSG00000124228.14,2585
ENSG00000124279.11,2586
ENSG00000124299.13,2587
ENSG00000124356.15,2588
ENSG00000124357.12,2589
ENSG00000124370.10,2590
ENSG00000124380.10,2591
ENSG00000124383.8,2592
ENSG00000124399.4,2593
ENSG00000124422.11,2594
ENSG00000124486.12,2595
ENSG00000124523.14,2596
ENSG00000124532.14,2597
ENSG00000124535.15,2598
ENSG00000124541.6,2599
ENSG00000124562.9,2600
ENSG00000124570.17,2601
ENSG00000124571.17,2602
ENSG00000124575.6,2603
ENSG00000124588.19,2604
ENSG00000124596.16,2605
ENSG00000124608.4,2606
ENSG00000124614.13,2607
ENSG00000124635.8,2608
ENSG00000124641.14,2609
ENSG00000124659.6,2610
ENSG00000124688.13,2611
ENSG00000124702.17,2612
ENSG00000124721.17,2613
ENSG00000124733.3,2614
ENSG00000124743.5,2615
ENSG00000124762.13,2616
ENSG00000124767.6,2617
ENSG00000124782.19,2618
ENSG00000124783.12,2619
ENSG00000124784.8,2620
ENSG00000124786.9,2621
ENSG00000124787.13,2622
ENSG00000124789.11,2623
ENSG00000124795.14,2624
ENSG00000124802.11,2625
ENSG00000124831.18,2626
ENSG00000124942.13,2627
ENSG00000125037.12,2628
ENSG00000125107.16,2629
ENSG00000125124.11,2630
ENSG00000125148.6,2631
ENSG00000125166.12,2632
ENSG00000125257.13,2633
ENSG00000125304.8,2634
ENSG00000125319.14,2635
ENSG00000125347.13,2636
ENSG00000125351.10,2637
ENSG00000125352.5,2638
ENSG00000125354.22,2639
ENSG00000125356.6,2640
ENSG00000125375.14,2641
ENSG00000125384.6,2642
ENSG00000125386.14,2643
ENSG00000125430.8,2644
ENSG00000125445.10,2645
ENSG00000125447.16,2646
ENSG00000125450.10,2647
ENSG00000125454.11,2648
ENSG00000125457.13,2649
ENSG00000125458.6,2650
ENSG00000125459.14,2651
ENSG00000125482.12,2652
ENSG00000125503.12,2653
ENSG00000125520.13,2654
ENSG00000125534.9,2655
ENSG00000125611.15,2656
ENSG00000125629.14,2657
ENSG00000125630.15,2658
ENSG00000125648.14,2659
ENSG00000125651.13,2660
ENSG00000125652.7,2661
ENSG00000125656.8,2662
ENSG00000125657.4,2663
ENSG00000125676.19,2664
ENSG00000125686.11,2665
ENSG00000125691.12,2666
ENSG00000125703.14,2667
ENSG00000125730.16,2668
ENSG00000125733.17,2669
ENSG00000125734.13,2670
ENSG00000125735.10,2671
ENSG00000125740.13,2672
ENSG00000125743.10,2673
ENSG00000125753.13,2674
ENSG00000125772.12,2675
ENSG00000125779.21,2676
ENSG00000125812.15,2677
ENSG00000125817.7,2678
ENSG00000125818.17,2679
ENSG00000125821.11,2680
ENSG00000125826.19,2681
ENSG00000125827.8,2682
ENSG00000125835.17,2683
ENSG00000125863.17,2684
ENSG00000125868.15,2685
ENSG00000125870.10,2686
ENSG00000125871.13,2687
ENSG00000125875.13,2688
ENSG00000125877.12,2689
ENSG00000125885.13,2690
ENSG00000125898.12,2691
ENSG00000125901.5,2692
ENSG00000125912.10,2693
ENSG00000125944.18,2694
ENSG00000125945.14,2695
ENSG00000125952.18,2696
ENSG00000125962.14,2697
ENSG00000125967.16,2698
ENSG00000125968.8,2699
ENSG00000125970.11,2700
ENSG00000125971.16,2701
ENSG00000125977.6,2702
ENSG00000125991.18,2703
ENSG00000125995.15,2704
ENSG00000126001.15,2705
ENSG00000126005.15,2706
ENSG00000126012.11,2707
ENSG00000126062.3,2708
ENSG00000126067.11,2709
ENSG00000126070.18,2710
ENSG00000126088.12,2711
ENSG00000126091.19,2712
ENSG00000126106.13,2713
ENSG00000126214.20,2714
ENSG00000126246.9,2715
ENSG00000126247.10,2716
ENSG00000126249.7,2717
ENSG00000126254.11,2718
ENSG00000126261.12,2719
ENSG00000126264.9,2720
ENSG00000126267.8,2721
ENSG00000126351.12,2722
ENSG00000126391.13,2723
ENSG00000126432.13,2724
ENSG00000126453.9,2725
ENSG00000126456.15,2726
ENSG00000126457.20,2727
ENSG00000126458.3,2728
ENSG00000126467.10,2729
ENSG00000126522.16,2730
ENSG00000126524.9,2731
ENSG00000126561.16,2732
ENSG00000126653.15,2733
ENSG00000126698.10,2734
ENSG00000126749.14,2735
ENSG00000126752.7,2736
ENSG00000126756.11,2737
ENSG00000126759.12,2738
ENSG00000126767.17,2739
ENSG00000126768.12,2740
ENSG00000126773.12,2741
ENSG00000126777.17,2742
ENSG00000126787.12,2743
ENSG00000126790.11,2744
ENSG00000126804.13,2745
ENSG00000126814.6,2746
ENSG00000126858.16,2747
ENSG00000126870.15,2748
ENSG00000126882.12,2749
ENSG00000126883.16,2750
ENSG00000126903.15,2751
ENSG00000126934.13,2752
ENSG00000126945.8,2753
ENSG00000126953.5,2754
ENSG00000127022.14,2755
ENSG00000127054.18,2756
ENSG00000127125.8,2757
ENSG00000127184.10,2758
ENSG00000127241.16,2759
ENSG00000127314.17,2760
ENSG00000127328.21,2761
ENSG00000127334.10,2762
ENSG00000127337.6,2763
ENSG00000127399.14,2764
ENSG00000127423.10,2765
ENSG00000127445.13,2766
ENSG00000127452.8,2767
ENSG00000127481.14,2768
ENSG00000127483.17,2769
ENSG00000127511.9,2770
ENSG00000127527.13,2771
ENSG00000127540.11,2772
ENSG00000127554.12,2773
ENSG00000127561.14,2774
ENSG00000127564.16,2775
ENSG00000127580.15,2776
ENSG00000127586.16,2777
ENSG00000127589.4,2778
ENSG00000127603.23,2779
ENSG00000127616.17,2780
ENSG00000127663.14,2781
ENSG00000127774.6,2782
ENSG00000127804.12,2783
ENSG00000127824.13,2784
ENSG00000127837.9,2785
ENSG00000127838.13,2786
ENSG00000127870.16,2787
ENSG00000127884.4,2788
ENSG00000127914.16,2789
ENSG00000127922.9,2790
ENSG00000127928.12,2791
ENSG00000127946.16,2792
ENSG00000127947.15,2793
ENSG00000127952.16,2794
ENSG00000127957.16,2795
ENSG00000127980.15,2796
ENSG00000127989.13,2797
ENSG00000127993.14,2798
ENSG00000128016.5,2799
ENSG00000128050.8,2800
ENSG00000128059.8,2801
ENSG00000128185.9,2802
ENSG00000128191.13,2803
ENSG00000128228.4,2804
ENSG00000128245.14,2805
ENSG00000128272.14,2806
ENSG00000128283.6,2807
ENSG00000128309.16,2808
ENSG00000128311.13,2809
ENSG00000128340.14,2810
ENSG00000128463.12,2811
ENSG00000128487.16,2812
ENSG00000128513.14,2813
ENSG00000128524.4,2814
ENSG00000128534.7,2815
ENSG00000128563.13,2816
ENSG00000128567.16,2817
ENSG00000128581.15,2818
ENSG00000128585.17,2819
ENSG00000128590.4,2820
ENSG00000128591.15,2821
ENSG00000128595.16,2822
ENSG00000128607.13,2823
ENSG00000128609.14,2824
ENSG00000128626.11,2825
ENSG00000128654.13,2826
ENSG00000128694.11,2827
ENSG00000128699.13,2828
ENSG00000128708.12,2829
ENSG00000128789.20,2830
ENSG00000128791.11,2831
ENSG00000128829.11,2832
ENSG00000128915.11,2833
ENSG00000128918.14,2834
ENSG00000128923.10,2835
ENSG00000128944.13,2836
ENSG00000128951.13,2837
ENSG00000128989.10,2838
ENSG00000129003.15,2839
ENSG00000129007.14,2840
ENSG00000129055.12,2841
ENSG00000129071.9,2842
ENSG00000129083.12,2843
ENSG00000129084.17,2844
ENSG00000129103.17,2845
ENSG00000129128.12,2846
ENSG00000129158.10,2847
ENSG00000129173.12,2848
ENSG00000129187.14,2849
ENSG00000129195.15,2850
ENSG00000129197.14,2851
ENSG00000129235.10,2852
ENSG00000129292.20,2853
ENSG00000129317.14,2854
ENSG00000129351.17,2855
ENSG00000129353.14,2856
ENSG00000129355.6,2857
ENSG00000129460.15,2858
ENSG00000129472.12,2859
ENSG00000129473.9,2860
ENSG00000129474.15,2861
ENSG00000129515.18,2862
ENSG00000129518.8,2863
ENSG00000129534.13,2864
ENSG00000129559.12,2865
ENSG00000129562.10,2866
ENSG00000129625.12,2867
ENSG00000129657.14,2868
ENSG00000129675.15,2869
ENSG00000129680.15,2870
ENSG00000129691.15,2871
ENSG00000129810.14,2872
ENSG00000129925.10,2873
ENSG00000129933.20,2874
ENSG00000129968.15,2875
ENSG00000129990.14,2876
ENSG00000129991.12,2877
ENSG00000130005.11,2878
ENSG00000130021.13,2879
ENSG00000130023.15,2880
ENSG00000130024.14,2881
ENSG00000130032.15,2882
ENSG00000130052.13,2883
ENSG00000130066.16,2884
ENSG00000130150.11,2885
ENSG00000130159.13,2886
ENSG00000130164.11,2887
ENSG00000130165.10,2888
ENSG00000130175.9,2889
ENSG00000130177.14,2890
ENSG00000130193.7,2891
ENSG00000130203.9,2892
ENSG00000130204.12,2893
ENSG00000130208.9,2894
ENSG00000130224.14,2895
ENSG00000130244.12,2896
ENSG00000130254.11,2897
ENSG00000130255.12,2898
ENSG00000130299.16,2899
ENSG00000130303.12,2900
ENSG00000130305.16,2901
ENSG00000130309.10,2902
ENSG00000130311.10,2903
ENSG00000130312.6,2904
ENSG00000130313.6,2905
ENSG00000130332.14,2906
ENSG00000130338.12,2907
ENSG00000130347.12,2908
ENSG00000130348.11,2909
ENSG00000130349.9,2910
ENSG00000130363.11,2911
ENSG00000130396.20,2912
ENSG00000130402.11,2913
ENSG00000130414.11,2914
ENSG00000130429.12,2915
ENSG00000130449.5,2916
ENSG00000130475.14,2917
ENSG00000130489.12,2918
ENSG00000130511.15,2919
ENSG00000130513.6,2920
ENSG00000130520.10,2921
ENSG00000130522.5,2922
ENSG00000130528.11,2923
ENSG00000130544.11,2924
ENSG00000130560.8,2925
ENSG00000130590.13,2926
ENSG00000130638.15,2927
ENSG00000130695.13,2928
ENSG00000130703.15,2929
ENSG00000130706.12,2930
ENSG00000130713.15,2931
ENSG00000130717.12,2932
ENSG00000130720.12,2933
ENSG00000130723.17,2934
ENSG00000130724.8,2935
ENSG00000130725.7,2936
ENSG00000130726.11,2937
ENSG00000130731.15,2938
ENSG00000130733.10,2939
ENSG00000130741.10,2940
ENSG00000130748.6,2941
ENSG00000130749.9,2942
ENSG00000130755.12,2943
ENSG00000130764.9,2944
ENSG00000130766.4,2945
ENSG00000130770.17,2946
ENSG00000130772.13,2947
ENSG00000130775.15,2948
ENSG00000130779.19,2949
ENSG00000130811.10,2950
ENSG00000130816.14,2951
ENSG00000130821.15,2952
ENSG00000130822.15,2953
ENSG00000130826.15,2954
ENSG00000130830.14,2955
ENSG00000130844.16,2956
ENSG00000130921.7,2957
ENSG00000130935.9,2958
ENSG00000130985.16,2959
ENSG00000131013.3,2960
ENSG00000131015.4,2961
ENSG00000131023.12,2962
ENSG00000131051.20,2963
ENSG00000131069.19,2964
ENSG00000131100.12,2965
ENSG00000131116.11,2966
ENSG00000131143.8,2967
ENSG00000131148.8,2968
ENSG00000131149.17,2969
ENSG00000131153.8,2970
ENSG00000131165.14,2971
ENSG00000131171.12,2972
ENSG00000131174.4,2973
ENSG00000131187.9,2974
ENSG00000131188.11,2975
ENSG00000131236.16,2976
ENSG00000131238.16,2977
ENSG00000131263.12,2978
ENSG00000131269.15,2979
ENSG00000131323.14,2980
ENSG00000131351.14,2981
ENSG00000131368.7,2982
ENSG00000131373.14,2983
ENSG00000131374.14,2984
ENSG00000131375.9,2985
ENSG00000131381.12,2986
ENSG00000131408.13,2987
ENSG00000131446.15,2988
ENSG00000131459.12,2989
ENSG00000131462.7,2990
ENSG00000131469.12,2991
ENSG00000131470.14,2992
ENSG00000131473.16,2993
ENSG00000131475.6,2994
ENSG00000131495.8,2995
ENSG00000131503.20,2996
ENSG00000131504.15,2997
ENSG00000131507.10,2998
ENSG00000131508.15,2999
ENSG00000131558.14,3000
ENSG00000131626.15,3001
ENSG00000131652.13,3002
ENSG00000131669.9,3003
ENSG00000131711.14,3004
ENSG00000131721.4,3005
ENSG00000131724.10,3006
ENSG00000131732.11,3007
ENSG00000131747.14,3008
ENSG00000131748.15,3009
ENSG00000131778.17,3010
ENSG00000131779.10,3011
ENSG00000131828.13,3012
ENSG00000131844.15,3013
ENSG00000131848.9,3014
ENSG00000131871.14,3015
ENSG00000131873.5,3016
ENSG00000131876.16,3017
ENSG00000131931.8,3018
ENSG00000131943.17,3019
ENSG00000131944.9,3020
ENSG00000131966.13,3021
ENSG00000131969.14,3022
ENSG00000131979.18,3023
ENSG00000132002.7,3024
ENSG00000132017.10,3025
ENSG00000132109.9,3026
ENSG00000132122.11,3027
ENSG00000132128.16,3028
ENSG00000132141.13,3029
ENSG00000132153.14,3030
ENSG00000132155.11,3031
ENSG00000132182.11,3032
ENSG00000132185.16,3033
ENSG00000132196.13,3034
ENSG00000132199.18,3035
ENSG00000132204.13,3036
ENSG00000132254.12,3037
ENSG00000132275.10,3038
ENSG00000132286.11,3039
ENSG00000132294.13,3040
ENSG00000132300.18,3041
ENSG00000132305.20,3042
ENSG00000132313.14,3043
ENSG00000132323.8,3044
ENSG00000132330.16,3045
ENSG00000132341.11,3046
ENSG00000132356.11,3047
ENSG00000132376.19,3048
ENSG00000132382.14,3049
ENSG00000132383.11,3050
ENSG00000132386.10,3051
ENSG00000132388.12,3052
ENSG00000132394.10,3053
ENSG00000132406.11,3054
ENSG00000132424.14,3055
